Year,Month,Country,Model,Segment,Engine_Type, Price_Usd , Marketing_Spend_Usd ,Dealership_Count, Fuel_Price_Usd ,Gdp_Growth_Percent,Interest_Rate_Percent,Competition_Index,Units_Sold,Gross Revenue,Net Revenue
2015,Mar,Canada,3 SERIES,Sedan,Petrol," $108,324.00 "," $381,495.00 ",389, $0.97 ,6.29,1.2,2,1242," $134,538,408.00 "," $134,156,913.00 "
2017,Feb,UK,X5,SUV,Diesel," $50,689.00 "," $427,078.00 ",39, $0.97 ,6.29,1.2,6,406," $20,579,734.00 "," $20,152,656.00 "
2018,Feb,China,I4,Sedan,Petrol," $35,066.00 "," $183,501.00 ",273, $0.97 ,6.29,1.2,1,878," $30,787,948.00 "," $30,604,447.00 "
2016,Jan,Australia,7 SERIES,Sedan,Hybrid," $80,246.00 "," $354,094.00 ",107, $0.97 ,6.29,1.2,1,479," $38,437,834.00 "," $38,083,740.00 "
2015,Aug,Germany,X3,SUV,Petrol," $42,533.00 "," $110,654.00 ",322, $0.97 ,6.29,1.2,5,721," $30,666,293.00 "," $30,555,639.00 "
2021,Mar,France,3 SERIES,Sedan,Petrol," $115,639.00 "," $419,566.00 ",376, $0.97 ,6.29,1.2,10,1161," $134,256,879.00 "," $133,837,313.00 "
2022,Mar,UK,IX,SUV,Hybrid," $105,152.00 "," $422,078.00 ",338, $0.97 ,6.29,1.2,9,717," $75,393,984.00 "," $74,971,906.00 "
2021,Jun,Germany,X7,SUV,Diesel," $94,658.00 "," $169,975.00 ",124, $0.97 ,6.29,1.2,8,428," $40,513,624.00 "," $40,343,649.00 "
2019,Aug,Canada,IX,SUV,Hybrid," $73,498.00 "," $249,215.00 ",285, $0.97 ,6.29,1.2,3,929," $68,279,642.00 "," $68,030,427.00 "
2015,Sep,USA,3 SERIES,Sedan,Petrol," $46,772.00 "," $403,330.00 ",290, $0.97 ,6.29,1.2,3,1044," $48,829,968.00 "," $48,426,638.00 "
2021,Sep,Australia,I7,Sedan,Hybrid," $84,036.00 "," $416,378.00 ",284, $0.97 ,6.29,1.2,1,1016," $85,380,576.00 "," $84,964,198.00 "
2021,Apr,Germany,I4,Sedan,Petrol," $93,531.00 "," $152,326.00 ",270, $0.97 ,6.29,1.2,3,602," $56,305,662.00 "," $56,153,336.00 "
2023,May,Japan,X7,SUV,Hybrid," $47,940.00 "," $127,527.00 ",340, $0.97 ,6.29,1.2,1,1109," $53,165,460.00 "," $53,037,933.00 "
2017,Feb,Brazil,IX,SUV,Electric," $51,932.00 "," $398,848.00 ",216, $0.97 ,6.29,1.2,8,711," $36,923,652.00 "," $36,524,804.00 "
2023,Nov,Brazil,X7,SUV,Electric," $91,827.00 "," $474,315.00 ",393, $0.97 ,6.29,1.2,1,896," $82,276,992.00 "," $81,802,677.00 "
2015,Sep,Australia,X3,SUV,Hybrid," $96,431.00 "," $482,601.00 ",337, $0.97 ,6.29,1.2,5,937," $90,355,847.00 "," $89,873,246.00 "
2015,Aug,Canada,X3,SUV,Diesel," $59,648.00 "," $216,991.00 ",220, $0.97 ,6.29,1.2,9,724," $43,185,152.00 "," $42,968,161.00 "
2018,Mar,Brazil,X3,SUV,Petrol," $67,966.00 "," $146,952.00 ",224, $0.97 ,6.29,1.2,7,480," $32,623,680.00 "," $32,476,728.00 "
2023,Nov,Germany,3 SERIES,Sedan,Electric," $62,777.00 "," $372,926.00 ",49, $0.97 ,6.29,1.2,4,157," $9,855,989.00 "," $9,483,063.00 "
2020,Dec,France,I4,Sedan,Diesel," $67,567.00 "," $383,260.00 ",35, $0.97 ,6.29,1.2,9,488," $32,972,696.00 "," $32,589,436.00 "
2017,Sep,China,3 SERIES,Sedan,Petrol," $52,174.00 "," $401,770.00 ",36, $0.97 ,6.29,1.2,9,149," $7,773,926.00 "," $7,372,156.00 "
2015,Mar,China,X1,SUV,Electric," $77,598.00 "," $483,603.00 ",199, $0.97 ,6.29,1.2,2,863," $66,967,074.00 "," $66,483,471.00 "
2018,Sep,UK,I7,Sedan,Electric," $94,199.00 "," $196,895.00 ",92, $0.97 ,6.29,1.2,10,512," $48,229,888.00 "," $48,032,993.00 "
2023,Feb,India,I7,Sedan,Hybrid," $48,798.00 "," $96,015.00 ",393, $0.97 ,6.29,1.2,10,1153," $56,264,094.00 "," $56,168,079.00 "
2017,Dec,USA,X3,SUV,Petrol," $100,364.00 "," $152,877.00 ",179, $0.97 ,6.29,1.2,6,639," $64,132,596.00 "," $63,979,719.00 "
2023,Oct,Australia,X1,SUV,Diesel," $52,558.00 "," $327,483.00 ",176, $0.97 ,6.29,1.2,4,545," $28,644,110.00 "," $28,316,627.00 "
2021,Sep,UK,7 SERIES,Sedan,Diesel," $96,084.00 "," $184,563.00 ",197, $0.97 ,6.29,1.2,8,430," $41,316,120.00 "," $41,131,557.00 "
2018,Aug,India,7 SERIES,Sedan,Diesel," $79,237.00 "," $443,922.00 ",178, $0.97 ,6.29,1.2,7,807," $63,944,259.00 "," $63,500,337.00 "
2017,Sep,Canada,X3,SUV,Petrol," $100,497.00 "," $147,493.00 ",298, $0.97 ,6.29,1.2,7,622," $62,509,134.00 "," $62,361,641.00 "
2024,May,Japan,IX,SUV,Diesel," $35,178.00 "," $196,800.00 ",238, $0.97 ,6.29,1.2,10,805," $28,318,290.00 "," $28,121,490.00 "
2019,Nov,Japan,3 SERIES,Sedan,Diesel," $52,118.00 "," $450,213.00 ",106, $0.97 ,6.29,1.2,9,667," $34,762,706.00 "," $34,312,493.00 "
2019,Nov,USA,X3,SUV,Diesel," $57,616.00 "," $241,480.00 ",376, $0.97 ,6.29,1.2,5,1202," $69,254,432.00 "," $69,012,952.00 "
2017,Feb,Brazil,X5,SUV,Hybrid," $35,798.00 "," $441,670.00 ",25, $0.97 ,6.29,1.2,6,151," $5,405,498.00 "," $4,963,828.00 "
2023,Aug,Germany,X7,SUV,Hybrid," $42,601.00 "," $481,739.00 ",288, $0.97 ,6.29,1.2,1,711," $30,289,311.00 "," $29,807,572.00 "
2018,Dec,UK,I7,Sedan,Petrol," $60,363.00 "," $171,648.00 ",144, $0.97 ,6.29,1.2,6,561," $33,863,643.00 "," $33,691,995.00 "
2019,Jun,UK,7 SERIES,Sedan,Petrol," $37,795.00 "," $337,307.00 ",35, $0.97 ,6.29,1.2,2,192," $7,256,640.00 "," $6,919,333.00 "
2018,Aug,Australia,5 SERIES,Sedan,Diesel," $80,264.00 "," $198,790.00 ",361, $0.97 ,6.29,1.2,6,936," $75,127,104.00 "," $74,928,314.00 "
2019,Nov,Australia,7 SERIES,Sedan,Hybrid," $107,833.00 "," $137,508.00 ",21, $0.97 ,6.29,1.2,9,395," $42,594,035.00 "," $42,456,527.00 "
2021,May,Japan,I7,Sedan,Electric," $38,084.00 "," $264,839.00 ",81, $0.97 ,6.29,1.2,8,267," $10,168,428.00 "," $9,903,589.00 "
2023,Oct,Japan,X7,SUV,Electric," $111,646.00 "," $351,763.00 ",142, $0.97 ,6.29,1.2,9,716," $79,938,536.00 "," $79,586,773.00 "
2021,Feb,France,I7,Sedan,Diesel," $35,731.00 "," $324,270.00 ",115, $0.97 ,6.29,1.2,10,524," $18,723,044.00 "," $18,398,774.00 "
2019,Jun,France,5 SERIES,Sedan,Diesel," $36,129.00 "," $114,926.00 ",229, $0.97 ,6.29,1.2,8,717," $25,904,493.00 "," $25,789,567.00 "
2024,May,Brazil,X3,SUV,Hybrid," $63,022.00 "," $90,633.00 ",382, $0.97 ,6.29,1.2,3,935," $58,925,570.00 "," $58,834,937.00 "
2024,Dec,France,X1,SUV,Hybrid," $36,605.00 "," $258,726.00 ",186, $0.97 ,6.29,1.2,8,622," $22,768,310.00 "," $22,509,584.00 "
2021,Dec,Germany,5 SERIES,Sedan,Hybrid," $112,506.00 "," $53,317.00 ",291, $0.97 ,6.29,1.2,6,681," $76,616,586.00 "," $76,563,269.00 "
2024,May,Germany,I7,Sedan,Petrol," $79,130.00 "," $357,124.00 ",142, $0.97 ,6.29,1.2,6,348," $27,537,240.00 "," $27,180,116.00 "
2019,Jan,UK,I7,Sedan,Petrol," $64,265.00 "," $356,259.00 ",31, $0.97 ,6.29,1.2,6,231," $14,845,215.00 "," $14,488,956.00 "
2017,Feb,China,X5,SUV,Diesel," $67,330.00 "," $242,718.00 ",278, $0.97 ,6.29,1.2,3,896," $60,327,680.00 "," $60,084,962.00 "
2021,Aug,Germany,X5,SUV,Petrol," $103,469.00 "," $355,302.00 ",170, $0.97 ,6.29,1.2,10,735," $76,049,715.00 "," $75,694,413.00 "
2016,Mar,India,I4,Sedan,Hybrid," $50,187.00 "," $237,035.00 ",116, $0.97 ,6.29,1.2,1,708," $35,532,396.00 "," $35,295,361.00 "
2023,Oct,Japan,X5,SUV,Hybrid," $60,791.00 "," $490,847.00 ",288, $0.97 ,6.29,1.2,4,625," $37,994,375.00 "," $37,503,528.00 "
2024,Mar,Australia,3 SERIES,Sedan,Petrol," $105,610.00 "," $230,388.00 ",362, $0.97 ,6.29,1.2,10,1022," $107,933,420.00 "," $107,703,032.00 "
2024,Aug,France,X1,SUV,Electric," $74,867.00 "," $417,508.00 ",244, $0.97 ,6.29,1.2,6,951," $71,198,517.00 "," $70,781,009.00 "
2015,Aug,UK,X7,SUV,Diesel," $35,893.00 "," $327,648.00 ",27, $0.97 ,6.29,1.2,10,212," $7,609,316.00 "," $7,281,668.00 "
2020,Feb,USA,5 SERIES,Sedan,Electric," $54,773.00 "," $249,665.00 ",251, $0.97 ,6.29,1.2,2,982," $53,787,086.00 "," $53,537,421.00 "
2021,Aug,Australia,I7,Sedan,Diesel," $39,239.00 "," $469,876.00 ",126, $0.97 ,6.29,1.2,7,659," $25,858,501.00 "," $25,388,625.00 "
2022,Nov,India,I4,Sedan,Electric," $55,863.00 "," $349,340.00 ",295, $0.97 ,6.29,1.2,7,1031," $57,594,753.00 "," $57,245,413.00 "
2024,Jan,France,I4,Sedan,Petrol," $86,415.00 "," $378,082.00 ",291, $0.97 ,6.29,1.2,4,666," $57,552,390.00 "," $57,174,308.00 "
2023,Jun,India,X7,SUV,Diesel," $103,968.00 "," $451,821.00 ",153, $0.97 ,6.29,1.2,4,601," $62,484,768.00 "," $62,032,947.00 "
2016,Aug,Japan,X1,SUV,Diesel," $95,430.00 "," $369,532.00 ",214, $0.97 ,6.29,1.2,1,510," $48,669,300.00 "," $48,299,768.00 "
2024,Mar,Japan,5 SERIES,Sedan,Diesel," $36,515.00 "," $262,369.00 ",48, $0.97 ,6.29,1.2,2,474," $17,308,110.00 "," $17,045,741.00 "
2016,Aug,Brazil,7 SERIES,Sedan,Hybrid," $49,605.00 "," $105,501.00 ",163, $0.97 ,6.29,1.2,9,759," $37,650,195.00 "," $37,544,694.00 "
2019,Dec,UK,X5,SUV,Hybrid," $91,240.00 "," $234,381.00 ",185, $0.97 ,6.29,1.2,10,750," $68,430,000.00 "," $68,195,619.00 "
2019,Jan,Australia,X3,SUV,Electric," $40,586.00 "," $77,043.00 ",250, $0.97 ,6.29,1.2,8,930," $37,744,980.00 "," $37,667,937.00 "
2020,Nov,Canada,I4,Sedan,Petrol," $66,186.00 "," $83,635.00 ",395, $0.97 ,6.29,1.2,8,905," $59,898,330.00 "," $59,814,695.00 "
2017,Nov,Canada,X5,SUV,Hybrid," $61,928.00 "," $260,387.00 ",378, $0.97 ,6.29,1.2,9,798," $49,418,544.00 "," $49,158,157.00 "
2022,Sep,Australia,X5,SUV,Diesel," $118,087.00 "," $130,691.00 ",143, $0.97 ,6.29,1.2,7,311," $36,725,057.00 "," $36,594,366.00 "
2015,Nov,USA,3 SERIES,Sedan,Hybrid," $55,711.00 "," $345,276.00 ",55, $0.97 ,6.29,1.2,9,170," $9,470,870.00 "," $9,125,594.00 "
2020,Sep,UK,X1,SUV,Petrol," $89,962.00 "," $327,510.00 ",59, $0.97 ,6.29,1.2,10,282," $25,369,284.00 "," $25,041,774.00 "
2018,May,India,X3,SUV,Hybrid," $55,039.00 "," $143,944.00 ",175, $0.97 ,6.29,1.2,2,668," $36,766,052.00 "," $36,622,108.00 "
2015,Oct,USA,7 SERIES,Sedan,Diesel," $71,561.00 "," $253,179.00 ",115, $0.97 ,6.29,1.2,6,284," $20,323,324.00 "," $20,070,145.00 "
2021,Apr,China,I7,Sedan,Electric," $110,483.00 "," $427,411.00 ",225, $0.97 ,6.29,1.2,3,641," $70,819,603.00 "," $70,392,192.00 "
2023,Nov,Australia,3 SERIES,Sedan,Diesel," $116,395.00 "," $89,236.00 ",155, $0.97 ,6.29,1.2,6,550," $64,017,250.00 "," $63,928,014.00 "
2018,Jun,India,X5,SUV,Petrol," $36,577.00 "," $316,294.00 ",81, $0.97 ,6.29,1.2,3,626," $22,897,202.00 "," $22,580,908.00 "
2018,Dec,Canada,X5,SUV,Electric," $63,350.00 "," $423,513.00 ",339, $0.97 ,6.29,1.2,8,1033," $65,440,550.00 "," $65,017,037.00 "
2020,Jul,Germany,IX,SUV,Hybrid," $68,798.00 "," $331,567.00 ",282, $0.97 ,6.29,1.2,4,730," $50,222,540.00 "," $49,890,973.00 "
2017,May,Brazil,X3,SUV,Hybrid," $116,417.00 "," $54,137.00 ",256, $0.97 ,6.29,1.2,10,705," $82,073,985.00 "," $82,019,848.00 "
2020,Nov,Canada,X3,SUV,Hybrid," $45,785.00 "," $79,992.00 ",195, $0.97 ,6.29,1.2,6,542," $24,815,470.00 "," $24,735,478.00 "
2021,Oct,UK,IX,SUV,Electric," $107,227.00 "," $422,684.00 ",79, $0.97 ,6.29,1.2,9,380," $40,746,260.00 "," $40,323,576.00 "
2024,Sep,Japan,X3,SUV,Diesel," $96,957.00 "," $165,140.00 ",159, $0.97 ,6.29,1.2,2,605," $58,658,985.00 "," $58,493,845.00 "
2024,Mar,Germany,X5,SUV,Electric," $100,431.00 "," $225,993.00 ",255, $0.97 ,6.29,1.2,2,646," $64,878,426.00 "," $64,652,433.00 "
2017,Jul,Brazil,I4,Sedan,Electric," $52,297.00 "," $171,225.00 ",271, $0.97 ,6.29,1.2,7,738," $38,595,186.00 "," $38,423,961.00 "
2021,Oct,Brazil,5 SERIES,Sedan,Petrol," $106,894.00 "," $379,061.00 ",35, $0.97 ,6.29,1.2,2,467," $49,919,498.00 "," $49,540,437.00 "
2017,Oct,China,X5,SUV,Electric," $98,772.00 "," $385,834.00 ",149, $0.97 ,6.29,1.2,2,406," $40,101,432.00 "," $39,715,598.00 "
2016,Nov,China,3 SERIES,Sedan,Hybrid," $54,581.00 "," $346,379.00 ",108, $0.97 ,6.29,1.2,4,346," $18,885,026.00 "," $18,538,647.00 "
2024,May,France,X1,SUV,Diesel," $90,192.00 "," $260,047.00 ",287, $0.97 ,6.29,1.2,9,784," $70,710,528.00 "," $70,450,481.00 "
2018,Jul,Canada,IX,SUV,Diesel," $36,462.00 "," $69,122.00 ",60, $0.97 ,6.29,1.2,8,182," $6,636,084.00 "," $6,566,962.00 "
2022,Feb,Canada,7 SERIES,Sedan,Diesel," $99,173.00 "," $336,100.00 ",160, $0.97 ,6.29,1.2,2,431," $42,743,563.00 "," $42,407,463.00 "
2023,Apr,Canada,I7,Sedan,Hybrid," $50,511.00 "," $113,879.00 ",113, $0.97 ,6.29,1.2,8,309," $15,607,899.00 "," $15,494,020.00 "
2021,Feb,France,7 SERIES,Sedan,Hybrid," $111,106.00 "," $108,560.00 ",98, $0.97 ,6.29,1.2,4,381," $42,331,386.00 "," $42,222,826.00 "
2015,Dec,USA,X5,SUV,Hybrid," $83,665.00 "," $422,454.00 ",150, $0.97 ,6.29,1.2,2,553," $46,266,745.00 "," $45,844,291.00 "
2017,Jul,Brazil,3 SERIES,Sedan,Hybrid," $79,414.00 "," $249,757.00 ",222, $0.97 ,6.29,1.2,10,632," $50,189,648.00 "," $49,939,891.00 "
2023,Feb,Germany,X5,SUV,Hybrid," $116,010.00 "," $467,876.00 ",242, $0.97 ,6.29,1.2,7,887," $102,900,870.00 "," $102,432,994.00 "
2015,Nov,UK,X1,SUV,Electric," $107,573.00 "," $287,268.00 ",192, $0.97 ,6.29,1.2,6,759," $81,647,907.00 "," $81,360,639.00 "
2023,Jan,Brazil,I4,Sedan,Hybrid," $48,386.00 "," $313,312.00 ",260, $0.97 ,6.29,1.2,10,615," $29,757,390.00 "," $29,444,078.00 "
2022,Sep,China,I7,Sedan,Hybrid," $89,460.00 "," $357,268.00 ",18, $0.97 ,6.29,1.2,5,111," $9,930,060.00 "," $9,572,792.00 "
2015,Jan,India,X1,SUV,Hybrid," $41,221.00 "," $216,969.00 ",88, $0.97 ,6.29,1.2,1,492," $20,280,732.00 "," $20,063,763.00 "
2020,Aug,Japan,IX,SUV,Hybrid," $58,474.00 "," $196,104.00 ",61, $0.97 ,6.29,1.2,2,245," $14,326,130.00 "," $14,130,026.00 "
2019,Feb,France,IX,SUV,Diesel," $56,045.00 "," $364,941.00 ",395, $0.97 ,6.29,1.2,8,1114," $62,434,130.00 "," $62,069,189.00 "
2020,Dec,Australia,X5,SUV,Hybrid," $39,922.00 "," $347,438.00 ",278, $0.97 ,6.29,1.2,1,641," $25,590,002.00 "," $25,242,564.00 "
2024,Aug,India,3 SERIES,Sedan,Electric," $57,706.00 "," $487,043.00 ",235, $0.97 ,6.29,1.2,3,737," $42,529,322.00 "," $42,042,279.00 "
2019,Mar,UK,X1,SUV,Electric," $77,771.00 "," $315,660.00 ",60, $0.97 ,6.29,1.2,2,225," $17,498,475.00 "," $17,182,815.00 "
2020,Jun,Canada,X7,SUV,Electric," $87,335.00 "," $200,823.00 ",195, $0.97 ,6.29,1.2,5,451," $39,388,085.00 "," $39,187,262.00 "
2019,Mar,China,3 SERIES,Sedan,Petrol," $87,949.00 "," $80,373.00 ",43, $0.97 ,6.29,1.2,4,265," $23,306,485.00 "," $23,226,112.00 "
2019,Jul,China,I4,Sedan,Diesel," $105,714.00 "," $172,026.00 ",300, $0.97 ,6.29,1.2,7,609," $64,379,826.00 "," $64,207,800.00 "
2018,Oct,China,IX,SUV,Hybrid," $50,240.00 "," $80,270.00 ",239, $0.97 ,6.29,1.2,5,703," $35,318,720.00 "," $35,238,450.00 "
2017,Sep,Canada,X5,SUV,Petrol," $37,716.00 "," $453,602.00 ",140, $0.97 ,6.29,1.2,8,327," $12,333,132.00 "," $11,879,530.00 "
2017,Feb,Australia,X3,SUV,Hybrid," $51,574.00 "," $282,931.00 ",129, $0.97 ,6.29,1.2,4,591," $30,480,234.00 "," $30,197,303.00 "
2018,Dec,France,IX,SUV,Petrol," $118,255.00 "," $245,889.00 ",335, $0.97 ,6.29,1.2,6,1069," $126,414,595.00 "," $126,168,706.00 "
2023,Dec,India,I7,Sedan,Petrol," $108,717.00 "," $115,184.00 ",256, $0.97 ,6.29,1.2,4,530," $57,620,010.00 "," $57,504,826.00 "
2016,May,Canada,5 SERIES,Sedan,Electric," $79,066.00 "," $260,765.00 ",201, $0.97 ,6.29,1.2,2,587," $46,411,742.00 "," $46,150,977.00 "
2023,Jun,UK,X3,SUV,Electric," $96,826.00 "," $87,879.00 ",332, $0.97 ,6.29,1.2,1,905," $87,627,530.00 "," $87,539,651.00 "
2015,Apr,France,X5,SUV,Petrol," $55,213.00 "," $361,741.00 ",219, $0.97 ,6.29,1.2,1,717," $39,587,721.00 "," $39,225,980.00 "
2015,Apr,UK,X7,SUV,Electric," $106,916.00 "," $482,348.00 ",112, $0.97 ,6.29,1.2,8,408," $43,621,728.00 "," $43,139,380.00 "
2019,Apr,France,X3,SUV,Petrol," $101,151.00 "," $53,626.00 ",338, $0.97 ,6.29,1.2,4,976," $98,723,376.00 "," $98,669,750.00 "
2020,Feb,Australia,I7,Sedan,Diesel," $85,906.00 "," $135,936.00 ",381, $0.97 ,6.29,1.2,5,802," $68,896,612.00 "," $68,760,676.00 "
2020,Apr,Japan,3 SERIES,Sedan,Electric," $35,463.00 "," $284,873.00 ",142, $0.97 ,6.29,1.2,8,644," $22,838,172.00 "," $22,553,299.00 "
2017,Nov,UK,X7,SUV,Electric," $66,973.00 "," $131,515.00 ",332, $0.97 ,6.29,1.2,7,737," $49,359,101.00 "," $49,227,586.00 "
2021,Jan,Canada,IX,SUV,Electric," $109,694.00 "," $258,137.00 ",148, $0.97 ,6.29,1.2,8,410," $44,974,540.00 "," $44,716,403.00 "
2023,Dec,France,X7,SUV,Diesel," $55,651.00 "," $105,390.00 ",130, $0.97 ,6.29,1.2,8,511," $28,437,661.00 "," $28,332,271.00 "
2024,Jun,China,X1,SUV,Petrol," $103,694.00 "," $459,861.00 ",103, $0.97 ,6.29,1.2,6,527," $54,646,738.00 "," $54,186,877.00 "
2022,Jan,Brazil,I7,Sedan,Hybrid," $55,008.00 "," $273,032.00 ",138, $0.97 ,6.29,1.2,10,521," $28,659,168.00 "," $28,386,136.00 "
2020,Oct,China,X3,SUV,Electric," $105,474.00 "," $104,144.00 ",100, $0.97 ,6.29,1.2,2,355," $37,443,270.00 "," $37,339,126.00 "
2022,Jun,USA,X1,SUV,Petrol," $73,185.00 "," $194,454.00 ",101, $0.97 ,6.29,1.2,6,406," $29,713,110.00 "," $29,518,656.00 "
2019,Jan,Japan,X7,SUV,Diesel," $109,417.00 "," $54,025.00 ",72, $0.97 ,6.29,1.2,1,250," $27,354,250.00 "," $27,300,225.00 "
2022,Jun,Japan,X1,SUV,Hybrid," $106,139.00 "," $486,442.00 ",38, $0.97 ,6.29,1.2,1,407," $43,198,573.00 "," $42,712,131.00 "
2024,Oct,China,7 SERIES,Sedan,Electric," $69,980.00 "," $391,524.00 ",219, $0.97 ,6.29,1.2,3,914," $63,961,720.00 "," $63,570,196.00 "
2018,Aug,India,I7,Sedan,Diesel," $57,504.00 "," $304,043.00 ",21, $0.97 ,6.29,1.2,3,387," $22,254,048.00 "," $21,950,005.00 "
2024,Nov,Australia,I4,Sedan,Diesel," $89,970.00 "," $168,910.00 ",342, $0.97 ,6.29,1.2,5,798," $71,796,060.00 "," $71,627,150.00 "
2022,Feb,UK,3 SERIES,Sedan,Hybrid," $51,766.00 "," $146,055.00 ",306, $0.97 ,6.29,1.2,1,1027," $53,163,682.00 "," $53,017,627.00 "
2024,Feb,Canada,X7,SUV,Petrol," $46,695.00 "," $438,333.00 ",139, $0.97 ,6.29,1.2,10,314," $14,662,230.00 "," $14,223,897.00 "
2016,Dec,Japan,I7,Sedan,Electric," $52,796.00 "," $255,782.00 ",302, $0.97 ,6.29,1.2,6,953," $50,314,588.00 "," $50,058,806.00 "
2019,Apr,China,I4,Sedan,Electric," $77,543.00 "," $446,659.00 ",182, $0.97 ,6.29,1.2,7,797," $61,801,771.00 "," $61,355,112.00 "
2023,Nov,China,I4,Sedan,Petrol," $49,559.00 "," $333,539.00 ",217, $0.97 ,6.29,1.2,10,668," $33,105,412.00 "," $32,771,873.00 "
2018,Mar,Australia,X5,SUV,Petrol," $68,139.00 "," $322,869.00 ",33, $0.97 ,6.29,1.2,3,459," $31,275,801.00 "," $30,952,932.00 "
2020,Apr,Australia,X1,SUV,Petrol," $43,802.00 "," $83,461.00 ",108, $0.97 ,6.29,1.2,4,637," $27,901,874.00 "," $27,818,413.00 "
2015,Dec,Germany,I4,Sedan,Hybrid," $108,843.00 "," $308,072.00 ",365, $0.97 ,6.29,1.2,10,822," $89,468,946.00 "," $89,160,874.00 "
2023,Jul,Germany,7 SERIES,Sedan,Hybrid," $75,205.00 "," $91,115.00 ",148, $0.97 ,6.29,1.2,10,309," $23,238,345.00 "," $23,147,230.00 "
2015,Nov,India,I7,Sedan,Electric," $69,159.00 "," $160,084.00 ",323, $0.97 ,6.29,1.2,10,994," $68,744,046.00 "," $68,583,962.00 "
2019,Jan,India,5 SERIES,Sedan,Hybrid," $46,516.00 "," $395,876.00 ",183, $0.97 ,6.29,1.2,10,496," $23,071,936.00 "," $22,676,060.00 "
2018,Jun,USA,5 SERIES,Sedan,Diesel," $85,492.00 "," $391,701.00 ",38, $0.97 ,6.29,1.2,10,354," $30,264,168.00 "," $29,872,467.00 "
2017,Mar,India,X7,SUV,Electric," $64,086.00 "," $383,404.00 ",152, $0.97 ,6.29,1.2,3,381," $24,416,766.00 "," $24,033,362.00 "
2020,Nov,France,IX,SUV,Hybrid," $65,480.00 "," $209,762.00 ",325, $0.97 ,6.29,1.2,1,984," $64,432,320.00 "," $64,222,558.00 "
2016,Oct,Australia,X1,SUV,Petrol," $87,091.00 "," $313,551.00 ",360, $0.97 ,6.29,1.2,8,829," $72,198,439.00 "," $71,884,888.00 "
2017,Jul,Canada,IX,SUV,Diesel," $82,766.00 "," $123,568.00 ",51, $0.97 ,6.29,1.2,10,106," $8,773,196.00 "," $8,649,628.00 "
2019,Oct,France,I4,Sedan,Petrol," $73,737.00 "," $108,560.00 ",308, $0.97 ,6.29,1.2,10,720," $53,090,640.00 "," $52,982,080.00 "
2023,Feb,UK,I7,Sedan,Electric," $44,265.00 "," $490,556.00 ",217, $0.97 ,6.29,1.2,2,835," $36,961,275.00 "," $36,470,719.00 "
2016,Feb,China,X7,SUV,Petrol," $105,990.00 "," $198,866.00 ",339, $0.97 ,6.29,1.2,1,1024," $108,533,760.00 "," $108,334,894.00 "
2024,Apr,India,X3,SUV,Hybrid," $50,386.00 "," $200,953.00 ",201, $0.97 ,6.29,1.2,8,815," $41,064,590.00 "," $40,863,637.00 "
2022,Jan,China,I4,Sedan,Hybrid," $72,425.00 "," $267,364.00 ",169, $0.97 ,6.29,1.2,7,719," $52,073,575.00 "," $51,806,211.00 "
2016,Mar,Japan,X1,SUV,Electric," $78,254.00 "," $286,770.00 ",73, $0.97 ,6.29,1.2,7,377," $29,501,758.00 "," $29,214,988.00 "
2019,Sep,USA,5 SERIES,Sedan,Petrol," $88,634.00 "," $276,024.00 ",252, $0.97 ,6.29,1.2,4,663," $58,764,342.00 "," $58,488,318.00 "
2021,Jul,Japan,X5,SUV,Electric," $82,662.00 "," $230,775.00 ",267, $0.97 ,6.29,1.2,9,641," $52,986,342.00 "," $52,755,567.00 "
2022,Jul,USA,I7,Sedan,Petrol," $110,452.00 "," $487,570.00 ",161, $0.97 ,6.29,1.2,6,415," $45,837,580.00 "," $45,350,010.00 "
2015,Nov,Germany,3 SERIES,Sedan,Diesel," $45,143.00 "," $141,288.00 ",224, $0.97 ,6.29,1.2,2,651," $29,388,093.00 "," $29,246,805.00 "
2020,Apr,China,IX,SUV,Hybrid," $50,581.00 "," $431,164.00 ",331, $0.97 ,6.29,1.2,1,877," $44,359,537.00 "," $43,928,373.00 "
2015,Feb,USA,X7,SUV,Electric," $102,443.00 "," $411,445.00 ",175, $0.97 ,6.29,1.2,1,533," $54,602,119.00 "," $54,190,674.00 "
2016,Apr,Brazil,IX,SUV,Diesel," $64,424.00 "," $299,836.00 ",40, $0.97 ,6.29,1.2,9,456," $29,377,344.00 "," $29,077,508.00 "
2015,Jun,France,I7,Sedan,Diesel," $76,984.00 "," $64,390.00 ",380, $0.97 ,6.29,1.2,4,814," $62,664,976.00 "," $62,600,586.00 "
2019,Nov,USA,IX,SUV,Electric," $76,505.00 "," $268,547.00 ",241, $0.97 ,6.29,1.2,5,557," $42,613,285.00 "," $42,344,738.00 "
2024,Nov,USA,I7,Sedan,Electric," $97,699.00 "," $77,307.00 ",291, $0.97 ,6.29,1.2,3,730," $71,320,270.00 "," $71,242,963.00 "
2023,Mar,France,IX,SUV,Diesel," $61,957.00 "," $277,436.00 ",38, $0.97 ,6.29,1.2,4,550," $34,076,350.00 "," $33,798,914.00 "
2020,Jan,China,7 SERIES,Sedan,Petrol," $60,464.00 "," $275,121.00 ",204, $0.97 ,6.29,1.2,8,842," $50,910,688.00 "," $50,635,567.00 "
2015,Dec,China,X3,SUV,Diesel," $58,649.00 "," $301,063.00 ",343, $0.97 ,6.29,1.2,4,1071," $62,813,079.00 "," $62,512,016.00 "
